1550472339.229722972,0.530056834221,0.469943165779,_,_,_
1550472339.427433445,0.530056834221,0.469943165779,_,_,_
1550472339.626276936,0.530056834221,0.469943165779,_,_,_
1550472339.826340551,0.530056834221,0.469943165779,_,_,_
1550472340.24626651,0.516304016113,0.483695954084,_,_,_
1550472340.226802817,0.516304016113,0.483695954084,_,_,_
1550472340.428483226,0.516304016113,0.483695954084,_,_,_
1550472340.628643040,0.516304016113,0.483695954084,_,_,_
1550472340.828536819,0.516304016113,0.483695954084,_,_,_
1550472340.956852129,_,_,12.9125075432,-18.4329858623,-0.0972061387915
1550472341.24661064,0.489515185356,0.510484814644,_,_,_
1550472341.227649509,0.489515185356,0.510484814644,_,_,_
1550472341.428775302,0.489515185356,0.510484814644,_,_,_
1550472341.626782246,0.489515185356,0.510484814644,_,_,_
1550472341.828643558,0.489515185356,0.510484814644,_,_,_
1550472341.960616219,_,_,14.0805507167,-18.2676804775,-0.120251668974
1550472342.24590747,0.494757473469,0.505242526531,_,_,_
1550472342.233766366,0.494757473469,0.505242526531,_,_,_
1550472342.428046471,0.494757473469,0.505242526531,_,_,_
1550472342.626540473,0.494757473469,0.505242526531,_,_,_
1550472342.828924052,0.494757473469,0.505242526531,_,_,_
1550472342.960103696,_,_,15.0936798753,-18.2802871704,-0.122638247014
1550472343.28437657,0.476437151432,0.523562848568,_,_,_
1550472343.227581753,0.476437151432,0.523562848568,_,_,_
1550472343.428406658,0.476437151432,0.523562848568,_,_,_
1550472343.626279260,0.476437151432,0.523562848568,_,_,_
1550472343.829307789,0.476437151432,0.523562848568,_,_,_
1550472343.929909812,_,_,16.2740720837,-18.1151364957,-0.106290519181
1550472344.24953314,0.497091501951,0.502908468246,_,_,_
1550472344.233501279,0.497091501951,0.502908468246,_,_,_
1550472344.428144224,0.497091501951,0.502908468246,_,_,_
1550472344.624867629,0.497091501951,0.502908468246,_,_,_
1550472344.829094697,0.497091501951,0.502908468246,_,_,_
1550472344.955380782,_,_,17.4538347748,-18.1301816822,-0.0986880318349
1550472345.24830052,0.487858265638,0.512141704559,_,_,_
1550472345.227175111,0.487858265638,0.512141704559,_,_,_
1550472345.427757424,0.487858265638,0.512141704559,_,_,_
1550472345.625477494,0.487858265638,0.512141704559,_,_,_
1550472345.829638980,0.487858265638,0.512141704559,_,_,_
1550472345.961966554,_,_,18.4697785575,-17.9626234983,-0.0995167400298
1550472346.25007482,0.506059587002,0.493940412998,_,_,_
1550472346.228423525,0.506059587002,0.493940412998,_,_,_
1550472346.428288661,0.506059587002,0.493940412998,_,_,_
1550472346.626701238,0.506059587002,0.493940412998,_,_,_
1550472346.831670747,0.506059587002,0.493940412998,_,_,_
1550472346.958519071,_,_,19.647535456,-17.977639136,-0.100681129328
1550472347.25785953,0.506169497967,0.493830472231,_,_,_
1550472347.227722018,0.506169497967,0.493830472231,_,_,_
1550472347.429363619,0.506169497967,0.493830472231,_,_,_
1550472347.624938817,0.506169497967,0.493830472231,_,_,_
1550472347.829479035,0.506169497967,0.493830472231,_,_,_
1550472347.963044102,_,_,20.6634547235,-17.8100804358,-0.0914596698175
1550472348.24653595,0.462927848101,0.537072181702,_,_,_
1550472348.228724548,0.462927848101,0.537072181702,_,_,_
1550472348.434597071,0.462927848101,0.537072181702,_,_,_
1550472348.626198966,0.462927848101,0.537072181702,_,_,_
1550472348.837836987,0.462927848101,0.537072181702,_,_,_
1550472348.963055567,_,_,21.6747305171,-17.8226588678,-0.102039790174
1550472349.24543170,0.454053521156,0.545946478844,_,_,_
1550472349.227959603,0.454053521156,0.545946478844,_,_,_
1550472349.428517819,0.454053521156,0.545946478844,_,_,_
1550472349.625437168,0.454053521156,0.545946478844,_,_,_
1550472349.831023813,0.454053521156,0.545946478844,_,_,_
1550472349.956648203,_,_,22.8550999571,-17.6575072997,-0.0782416934506
1550472350.24924478,0.422169089317,0.577830910683,_,_,_
1550472350.229131958,0.422169089317,0.577830910683,_,_,_
1550472350.427062183,0.422169089317,0.577830910683,_,_,_
1550472350.625242085,0.422169089317,0.577830910683,_,_,_
1550472350.832884543,0.422169089317,0.577830910683,_,_,_
1550472350.958655424,_,_,23.8683815144,-17.6701149332,-0.00396186350233
1550472351.24812077,0.409518897533,0.590481102467,_,_,_
1550472351.229065764,0.409518897533,0.590481102467,_,_,_
1550472351.433738846,0.409518897533,0.590481102467,_,_,_
1550472351.625896096,0.409518897533,0.590481102467,_,_,_
1550472351.829775819,0.409518897533,0.590481102467,_,_,_
1550472351.959194289,_,_,25.0487753642,-17.504963539,0.097509317704
1550472352.24809568,0.407407641411,0.592592358589,_,_,_
1550472352.228429149,0.407407641411,0.592592358589,_,_,_
